rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,sentiment
4.0,Pretty phone case,"This is a cute phone case. It's very thin and I am not sure how safe my daughter's phone is, but she rotates phone cases practically every day, so it will be okay. My daughter really likes the design. For the price it's a deal.<br /><br />*So apparently I purchased two different phone cases here for my daughter. She picked them both out. They're both cute, but thin.  So far they've done a good job of protecting her phone. She also uses a screen protector too.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/517O4fGu8HL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/517O4fGu8HL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/517O4fGu8HL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/51a1xkRn2xL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/51a1xkRn2xL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/51a1xkRn2xL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B00V5HOCD8,B00V5HOCD8,AHV6QCNBJNSGLATP56JAWJ3C4G2A,1453683479000,2,True,3
5.0,this phone is the best phone I have ever owned,"I have trac fone and have had it for years, this phone is the best phone I have ever owned ... love it",[],B071FBVP5J,B071FBVP5J,AEDRFOIY6IFY7DWSPRRNGEFIFE2Q,1529251820572,1,True,4
4.0,so far so good,"It's funny because the instructions say to put a piece of paper inside and &#34;try it&#34; underwater first.  It IS a trick to seal properly but once you do, it's good.  While we didn't &#34;dunk&#34; our phones in the water, we use them are more of a water repellent than a dunker.  The stylus is really worthless.  It is a little tricky to use your finger, over the plastic, but that works better than they stylus.  Oh, we both have Samsung Galaxy 3s.",[],B00AK1GN4Q,B00AK1GN4Q,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1394991169000,0,True,3
4.0,"Very strong protection, good for the price.","Really like this case, it protects really well and looks good, although if I have to be honest I hate the material it is made of, but on the other side the fact the material is tough is what makes it a good protection for this phone in particular so I'm glad it is that way anyway. What I truly did not like in the end though was that the brand name is at the back in big bold letters, it doesn't show as much on the product description pic, but it's pretty noticeable in person. I mean it's in big bold white letters so it stands out and I'm not quite sure I like that, makes it look a bit cheap imo.",[],B01D1OGCXA,B01D1OGCXA,AFA26DYXVLJYTYZ3KET77GE27N2A,1480618778000,0,True,3
5.0,"Love, love  and I get so many compliments!",Love this.....it's amazing and haven't lost any gems.  When others see it they want it!  So I tell them where to buy it!!!!,[],B07P9544RP,B09JSXJ7X3,AGBUJDDLRJIUJFTKPABJT6CJTHRQ,1576168322121,1,True,4
5.0,This case protects the phone very well,"The color of this otterbox Commuter Series case fits properly and protects the phone well.  It's easy to grip.  I love the color.  Now, the phone is protected and attractive.  It's good for a 3 foot drop for sure!",[],B00Z7RQQGS,B07H9LHX7M,AHATA6X6MYTC3VNBFJ3WIYVK257A,1564150331746,0,False,4
5.0,From Nebraska/ Go Huskers!,My husband loves it!,[],B079KNZ9XD,B079KNZ9XD,AH5L7ILVA6HYLZOUZIQAWNHVVK3A,1568784202530,0,True,4
4.0,Set of 4,"We have been slowly adding all of our lights, and some other electronics, to our Google Home. This is a set of 4 smart outlets. It does require the downloading of an app, but once downloaded, we can control from our Google Home app. It works as it should. As long as we remember the names of our outlets and lights, using the Google Home to control everything is easy and convenient. My husband often controls things directly from the Google Home app so he doesn't have to worry about what we name them. We have been pleased with this, so far.",[],B08NL3CJD6,B0B97CWZBD,AHV6QCNBJNSGLATP56JAWJ3C4G2A,1629730581121,0,False,4
4.0,Seein is believing that's only proof by one you'll see yourself the durrance long lasting You has,Really nothing I don't have to charge in a couple of days last that law such energy such power I should this a long time ago,[],B07MW7ZQVN,B07MW7ZQVN,AFUZ5E7QAHSVTLIY253GFAYZPN2Q,1611422480932,0,True,4
5.0,samsung disk player,"Hooked up quickly... works great.  Had everything we needed, included.  Using in a spare bedroom.  Doesn't take up a bunch of space. Has a remote.  Easy to use.  So far, so good... but I never hesitate to update should new info seem useful.",[],B01MTR382M,B01MTR382M,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1517255875104,0,True,4
2.0,"So frustrating, nice when it works","I had one that lasted for about a year. I bought another when that one suddenly stopped working. The second unit quit before I had it for two months. The third unit also quit before the two month mark. This is so handy and nice when it works, but they sure don’t last long. We do not use this excessively. It is usually used to charge two iPads and sometimes a phone overnight. I’d say pass on this unless you are okay spending $50 for two months of use.",[],B07SBPZ86W,B084JC91M4,AHXBL3QDWZGJYH7A5CMPFNUPMF7Q,1650242204589,0,True,1
5.0,Absolutely beautiful,Beautiful piece,[],B08BRBY1PK,B08BR8NSWX,AF7ZINXE6MF5H7AGHIMQIOBTRPOQ,1617814543678,0,True,4
3.0,Protects well,"This is my second case from this manufacturer. With the first one, after about two months, the ring broke off because the only thing holding it on there is flimsy plastic.. The metal ring was very tight and hard to turn and eventually it just gave up and broke. The second one I ordered, which I am using now, the ring is very loose so it is useless to prop your phone up. The phone just falls flat when you try to use the ring.  The fact that it’s a square and not round makes it a little harder to get it in a comfortable position to hold it with your finger. I will definitely be looking for a case with a sturdier ring. That won’t be easy because on most cases with a ring they are very poorly constructed.",[],B08XNJ1TVK,B08WZKWCJ4,AE4L2LH55JNFCLHFXFC7YOEQSBIA,1658371438702,0,True,2
5.0,Works great,Works great on my iPhone 13 pro max. Very clear and was easy to put on. No bubbles<br />.,[],B09MPYWT78,B09MPYWT78,AFJBKPK5W56XWSNPQU2WW66ISWYQ,1651714101454,0,False,4
4.0,"Definitely Offers Great Phone Protection, but......","I have been wanting a real OtterBox phone case for years. I have been jealous of all my friends who have them, but I always get the cheap Android phones that never have OtterBox compatible cases. I've ordered some for my daughter who has an iPhone. Even my husband had one with a previous phone, but not me. Well, I just got a new phone (okay, a last year's model) this summer and guess what! There are OtterBox cases that are designed for it. I can't tell you how excited I was! After a few days of carefully holding my phone because it didn't have a case on it, my OtterBox arrived. I  opened the box and immediately started pulling off the plastic screen protector that was attached to the case. It was in there good and tight, but I eventually tore it away. Well, guess what? You're not supposed to remove that! I did read some other reviews and a message board and learned that some people do remove it, so I don't feel like a total loser, but still......  I ordered a screen protector separately, so it was still protected. Now back to the case. It was a little difficult to get it on the phone, but once I did, I don't think it's ever going to come off, at least until I want it to come off. It's a great looking case and I feel that it offers superb protection. There are just a few things I'm not crazy about. One,  I use a magnetic air vent phone holder for my car. The magnet slips in between the phone and the case. This case is too thick for the magnetic waves to hold it on the holder. I'm really disappointed about that. I could put a magnet on the outside of the phone case, but then the case won't look as good. Another thing that I am not fond of is that the audio output and the charging port both have covers on them. I understand the need to keep dust and such out, but it is annoying. I accidently didn't put my charging cable in all the way last night so my phone wasn't charged this morning. That cover piece had gotten in the way. Other than that, I'm happy with it. The case doesn't interfere with the volume controls. It is easy to grip. There is also an OtterBox Symmetry case available for my phone, so I may try that out to see if it takes care of my issues.",[],B00Z7SAQ5E,B07D8H81QS,AHV6QCNBJNSGLATP56JAWJ3C4G2A,1531933518099,0,False,2
5.0,Easy to Find & Charges Quickly!,"My husband & I have 2 teenagers. So between the 4 of us, we have 4 Android phones, 4 tablets, & 4 laptops. We go through a lot of micro USB cables. Over the years, I have learned that not all USB cables are created equally! First of all, the plastic the covers the ends of the cables is a solid material. We have had several cables that with use, bend or break in the place where the actual cable meets. Since this is all one piece on the ends, that's not going to happen. The cable is a good length. It's long enough that if it's plugged in a lower outlet, it can still reach the end table, but it's not too long that you have a lot of excess cable getting in the way. I love that it's available in a few different colors. I selected the lime green one so it's very easy to see which cable is mine! And if anyone walks away with it, I know which child has it! At first I had this in my car with a car charger. But over the last week, I never was in my car for more than 10 minutes at a time, so I couldn't get an accurate feel for whether or not it was a fast syncing cable. This morning I brought it inside and plugged into one of our charging stations. My phone was at 50% so I was curious to learn how quickly it would charge using this cable. Within 10 minutes my phone had charged  an additional 10%. When I checked thirty minutes later, it was fully charged. I was quite pleased with that. I have a Nexus 5 phone and depending on where I am charging it, it often takes longer than that.<br /><br />*I received the Haweel Micro USB cable for the purpose of trying it out & reviewing it. My thoughts & opinions are my own.",[],B011O3AW4K,B011O3AW4K,AHV6QCNBJNSGLATP56JAWJ3C4G2A,1441481282000,0,False,3
5.0,Five Stars,Love the compartment.,[],B06XNW4YD8,B06XNW4YD8,AF7ZINXE6MF5H7AGHIMQIOBTRPOQ,1494611131000,0,True,4
1.0,It’s cheap not sure what more you’d expect,It’s comfortable but stretches out super easily. I’ve worn it for about a week and it wasn’t even skin tight or anything I could slide a finger under without it being tight but I’ve had to keep retightening it because it’s stretching for some reason and the metal part that hooks into my Fitbit has scratched it a little somehow.<br />Update 2: it has not only scratched my actual Fitbit but the metal on the band is now rusting and it’s only been a few months and hasn’t come into contact with anything that would cause it to rust.,[],B08L4S3PM3,B08L4S2BN4,AFSCQMP2EPYLGJN7OBTMEXCBE2OQ,1619205390135,0,True,2
5.0,It's a great gift and a great product.,I got this for my mom and she loves it! It's a great wallet and durable for sure! The phone hangs on really well. Its cute too!,[],B0837TSTN8,B0837TYH8C,AEZSZS7UV44CAJJR5FNEM4DZCWTQ,1593195605376,1,True,4
5.0,Nice case,"Very easy to put on. Fits Iphone 7 perfectly. Has a plastic screen protecter. Only drawback for some is there isnt a clip on the back for men to clip on belts. For women,goes right into pocket or purse.",[],B07LB3CHKM,B07LB3CHKM,AFFZVSTUS3U2ZD22A2NPZSKOCPGQ,1565759805870,0,False,3
5.0,Quality item,Beautiful high quality phone wallet.  The magnetic clasp is great.,[],B07X7YL4TL,B094FSS89F,AHZ6XMOLEWA67S3TX7IWEXXGWSOA,1582758366816,0,True,4
1.0,Really this is a rip off,If you can find one somewhere else. $32 for this is a rip off.,[],B08NRNNH9H,B08NRNNH9H,AFAMOLAPKR3M2NPTMB362T2Q5RBQ,1635160450330,0,True,0
5.0,Love it,This is the perfect holder for my 2014 Mitsubishi Outlander.  Placement of phone is ideal,[],B07PHCFPCP,B07PHCFPCP,AHNAOQRKXEQI7U7FBGHAWLZGHECQ,1566069221742,0,True,4
3.0,"Great Magnet, Bad Adhesive","Magnet is really strong, however the adhesive to stick it onto the base is not sticky enough and will not stay. Therefore, I used some two sided tape I have and was able to keep and use the product.",[],B0859VRH6C,B0BN5283QJ,AGIAAM4LSGEGLP4IMKCFZ6OQQXSA,1616091185363,0,True,2
4.0,Good watch band for the price,Good band for the price.,[],B07RGHW1LL,B0C145R812,AHUVQ4UNB2JGV6MY4ZT75SZLPUBQ,1658349331205,0,True,3
5.0,Will recommend,Unique & pretty. Nice sizing abilities with the chain.,[],B076HNKY9N,B076HNKY9N,AEWJXW46LKSW22FWTGRYTLNE7TGA,1515884243625,0,True,4
3.0,"A tiny bit defected, but too lazy to return it","It was easy to insert the pen, it feels nice and cover tip can be used as a stylus. However I deducted 2 stars because there’s a gap between the body and the cap. It’s not fully covered as the sellers image advertised","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/618p0KIAEuL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/618p0KIAEuL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/618p0KIAEuL.jpg', 'attachment_type': 'IMAGE'}]",B07KQRJRBM,B07KQRJRBM,AG7WKTZINOFIXMZJYIPKIB7PV7NQ,1550702020504,0,True,1
5.0,Great Phone Protection,"My daughter has this case on her iPhone 6. It fits the phone well though it does not completely line up with her phone's camera. However, it doesn't interfere with the camera, so she's fine with it. It is sturdy and offers great phone protection. It's not too bulky either. It is what we would expect from the OtterBox brand.",[],B00Z7S3804,B0BVLY92D8,AHV6QCNBJNSGLATP56JAWJ3C4G2A,1518743739266,0,False,3
5.0,Excellent protection,"Excellent protection, for my beautiful Amazon Fire phone, love it.",[],B00LTI39SM,B00LTI39SM,AH3OG6QD6EDJGZRVCFKV4B66VWNQ,1438561984000,0,True,4
4.0,LOVE THESES,"GOT 2 OF THEM ONE FOR ME AND ONE FOR MY SIS...EASY TO FIND AND USE, SHOULD MAKE LIFE EASIER",[],B0059KTEBC,B0059KTEBC,AG7FS5EQU2WOSBFNQGDY3VP25LVA,1352837224000,0,True,4
5.0,type C charging cords,"So far, so good.  They work well with my Galaxy tablet and my samsung S10+ - charging them.  I never hesitate to update my reviews should new info seem useful.",[],B07Q4TNJFK,B07Q4TNJFK,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1586388258687,0,True,4
1.0,Not worth the money they are asking.,This product feels like a dollar store case.  The case does not feel nice at all.  Im use to nicer cases that cosr just a few dollars more.  The buttons don't stand out much and keep hitting my volume rocker.,[],B00F3KP156,B00F3KP156,AGKKAXZPXFYIBA3N53YNJYU2AT3Q,1469470445000,0,True,1
1.0,Breaks easily,Although the case claims to be &#34;lifeproof&#34; it cracks easily. Pieces of the case completely fell off. I cant see how it's suppose to protect a phone from almost anything when it can hardly remain intact. I wouldn't suggest this case to anyone.,[],B00AIH0IAC,B00AIH0IAC,AH5KA4H3HEBROHEZTG2MLMZZUORQ,1377638974000,2,False,0
5.0,Excellent Protection,"""  The first thing which impressed me was the ease of installation. Also, it was the first screen protector I’ve had in a while where there was not multiple air bubbles left after I installed it. The clarity of the screen protector and the touch sensitivity is excellent. I am looking forward to see how well it resists fingerprints.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71pSmf7hD4L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71pSmf7hD4L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71pSmf7hD4L.jpg', 'attachment_type': 'IMAGE'}]",B07KWB4V75,B0C3ZMVDGG,AE4L2LH55JNFCLHFXFC7YOEQSBIA,1592324937992,0,True,4
5.0,Two outlets. One fast charger,"Very happy with this. the cords are long, the charger fast, it's nice to get this with two outlets.  I will comment on durability later.",[],B0B63ST6W9,B0B63ST6W9,AEZ26WGWJ3EOQ4KWSHG77HJAG4EA,1663843653793,0,False,4
4.0,nice and heavy,it has some weight to it  which is what i wanted  i just got a stylo 5 and the other couple of cases i bought are too slippery  .. this one i what i wanted  that rugged tirey feel to it  for my clumsy hands  the only thing the kickstand only goes in one direction i think  i cant see how it would turn so i can have it standing up  but thats ok  i have a  cell phone stand i guess  id give it a 5 if the kickstand would turn in both directions,[],B07R2DBQL2,B07R2CFFSG,AHGAOIZVODNHYMNCBV4DECZH42UQ,1565642172366,0,True,3
5.0,Great minimal cover,Works perfectly for me. I have a pop socket super glued to the back for better grip and it works great. I've had a few drops and it's provided enough protection that my phone hasn't been damaged at all. I dig it.,[],B07SW1W9F1,B07SW1W9F1,AGUQFBJGLRCTSY42ZQJDKNF7ZQRQ,1577019808324,0,True,4
4.0,Excellent wallet and phone case.,"Very cute case. I love the fact that the phone portion disconnect from the main wallet so that it becomes easier to use. It connects using a magnet which although it's strong, my phone sometimes falls apart if I'm not carrying it correctly or it falls out of my hand. So far it's held up well and the many pockets on the wallet side are perfect. There is even a little area that can hold folded up cash which allows me to leave my main wallet at home and use this exclusively. I would definitely recommend and would buy again.",[],B07FQFM4KQ,B07FQMR775,AFO3G62P2JXCNMWZTAIB56KPG56A,1569107044078,0,True,4
5.0,Very good quality,"Been using this brand of phone case for almost 10 years. Still love it! Lightweight, durable, low price!",[],B096J9ZSG1,B096HLB5WB,AG7WKTZINOFIXMZJYIPKIB7PV7NQ,1637644736272,0,True,4
5.0,Great value,This pen works great with my iPad Pro. Long battery power that easily last for days with my use. I use at work to take notes and also use for drawing.,[],B0B7QGZWCX,B0B7QDY432,AFJBKPK5W56XWSNPQU2WW66ISWYQ,1669330292727,0,False,4
5.0,Great charger!,"These do exactly what they are designed to do, charge my phone. It was a great value!",[],B09D7G1YT6,B0C6F25P2P,AH64T2MRMNF76UENPWCIMMCYTSZA,1678317332965,0,True,4
5.0,Very nice,"Purchased for my husband, he loves it and its made good, looks nice",[],B07HGTYRGX,B07HGTYRGX,AEQAYV7RXZEBXMQIQPL6KCT2CFWQ,1565308749832,0,True,4
5.0,Five Stars,Nice looking.,[],B079T26SLD,B079T26SLD,AHACLF2COQQE2V33ZFXQ7THZOJ2Q,1520962204056,0,True,4
3.0,Good case,"I had to change my previous review. It seemed like a good, sturdy case, but one drop and it cracked. It definitely wasn't worth the money.",[],B09NR7L5FL,B09NR7L5FL,AFGEM6BXCYHUILEOA3P2ZYBEF2TA,1673666170809,0,True,2
4.0,Great value,These look good and provide good protection. Easy to put my watch in and out. Overall very pleased.,[],B0BHSWV9JQ,B0BHSRPXVG,AFJBKPK5W56XWSNPQU2WW66ISWYQ,1678994534951,0,False,4
5.0,Great iPhone case.,Love it!  So pretty on my red iPhone!  The quality and durability seem great! I would definitely look for this product/Company next time I need a phone case.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81ZXiQvEphL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81ZXiQvEphL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81ZXiQvEphL.jpg', 'attachment_type': 'IMAGE'}]",B01M1MHVEA,B0B9JMKXW5,AHLQJVWRY6DXKJNTAP4UFXK5WLAQ,1573834845613,0,True,4
5.0,Ring,"Love the touch of Rhine stones in the ring, the color is very bright and doesn’t appear cheap looking. It’s sturdy supports my phone high enough for me to view sitting on a surface two different ways and still fits into my back pockets without peeling off when I remove it from my back pockets like the pop sockets do.",[],B07J9Q794H,B081BMNVKM,AHFURURV4H35BXUUTXYMJYA36CTQ,1619796224550,0,True,4
1.0,Very Disappointed,I have always used Speck cases and this is the first one I have been disappointed with.  It is a little loose so it wiggles around. The buttons are very difficult to push. Scratches very easily. Looked terrible after only a week.,[],B07VLP1M4M,B0BMKF71S3,AG2UEDPK43QC5AU6HZTCBANPW2FQ,1573748796148,0,True,0
5.0,Top-notch!,"This phone case is a work of art. Beautiful!  Fits my phone perfectly, every high quality. I’m about to order two more for my sons. Quit shopping for phone cases and buy this one. You’ll be pleased.",[],B01LA5Y5JK,B01LA5Y5JK,AF3HNAQK2URNEBAZQCRZGSPBU5FQ,1521915407973,0,True,4
4.0,Works With My Magnetic Phone Holder in the Car,"I just recently got a new phone and was so excited to find out that there were OtterBox cases for it. My last several phones have never been popular enough to have brand name cases available for them. I tried the Defender first. I really liked the case and the level of protection that it offered, but it was too thick that it didn't work with the magnetic phone holder that I use in the car. This Symmetry case does work with it. It also works with wireless charging where the Defender case did not. It's thinner and easier to put on your phone and take it off. I feel that there's adequate protection, but definitely not as tough as the Defender. The color is cute, but with the logo grooves, I'm already seeing dirt in some of the letters. A darker phone case would hide that better. The case does not interfere with the controls. The edge around the screen is raised. Overall, it's a good phone case. For my personal use, the level of protection is adequate.",[],B00Z7SCINM,B00Z7SI3KO,AHV6QCNBJNSGLATP56JAWJ3C4G2A,1532697569619,0,False,3
5.0,galaxy tab charger,"I have a galaxy tab 2 and for some reason the after market charger cords I have been purchasing just haven't worked.  So I thought I'd try this - it worked better than any of the other cords.  So I purchased one for home, one for travel. The cord and plug in box are white.  I never hesitate to update my reviews should new info seem useful.",[],9784235951,B01LLLISAK,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1569557212320,1,True,3
5.0,"USB C charger cord, set of 3","USB C charger cords - set of three.  They are a little tough to coil, because they supposed to be stronger - not as easily breakable.  So far so good. I never hesitate to update my reviews should new info seem useful.",[],B07PDPCRP4,B085W5XVV6,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1655849035403,0,True,3
5.0,Great case!,Best case for the best phone,[],B075RR9S4C,B075RR9S4C,AG5KDDU7RCGXHBA6BPPXXW3IP6UA,1527482135101,0,True,4
4.0,This case does it's job protecting the Galaxy S8+,It's attractive and not slippery.  It protects the phone from waist height drops (don't want to find out any other height drops) haha!,[],B06WRPB66F,B071V8V6R5,AHATA6X6MYTC3VNBFJ3WIYVK257A,1576081117799,0,False,3
4.0,Four Stars,The color is really vibrant. Fits my phone well.,[],B010P6L0PC,B010P6L0PC,AHW7W34BLHHC4AYM4TPMLA2SWMMA,1471959589000,0,True,3
5.0,Nice,Love these chargers,[],B08ZXRYV2L,B0BY8Q3364,AH67BI7JTOFR35HMZYFVOEHM4CPQ,1673471731562,0,True,4
5.0,Absolutely the best!!,My phone flew out the window on a rally turn at approx 50mph The next day we went to the same spot and there it was face down on the road without a scratch!! Not only great protection but not clunky and bulky looking like other otter boxes. Absolutely amazing. Don't mess around with other brands this one's the best,[],B08NCST6M1,B08NCST6M1,AEMJ2EG5ODOCYUTI54NBXZHDJGSQ,1661913697376,0,True,4
5.0,This works fantastic,"It really helps in areas with weak cell phone areas.  It's a bit of work to install, but the booster really helps when traveling in unknown places.  Makes me feel better about venturing out.",[],B073V5S3T7,B09D4ZZLCX,AHATA6X6MYTC3VNBFJ3WIYVK257A,1556163412473,0,False,4
5.0,Nice overall,"I think it’s great. Just got it today. Zipper concerns me, it feels a little cheap, but we shall see.",[],B071K8DLPD,B071K8DLPD,AER3KQQTR7T3N6ZIOUMB4VDALL2Q,1556075982625,0,True,3
1.0,phone rings,The edges are SHARP.  Too sharp to use on your finger!  I thew them away.,[],B074Z7C9BW,B074Z7C9BW,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1554340560470,0,True,1
5.0,Works great,This is working great to charge my iPhone 13 pro max. Attaches magnetically to the back even with my case on. Gets a little warm but not much.,[],B09XQM9XLL,B09XQM9XLL,AFJBKPK5W56XWSNPQU2WW66ISWYQ,1656544462332,1,False,4
4.0,A pretty good case..,I like the case. It fits perfectly and the pockets are great for holding ID and debit card. I wish it had the sensor that unlocked the screen when the case is opened but for the price I didn't expect much. A good case for the Stylo.,[],B016096K3A,B016096K3A,AFO3G62P2JXCNMWZTAIB56KPG56A,1482243120000,0,True,3
1.0,One Star,Fell apart right away.  Clamps get in the way of the buttons on iPhone 5,[],B00EYNRJOE,B00EYNRJOE,AET3VOB7PYHAKDAPEDTFGPSEE6QQ,1409721104000,0,True,0
5.0,VERY NICE,LOVED IT,[],B084HLBQBJ,B084HLCJVR,AEYFU5FQAJYXFREC4KHQ34EGZ3LQ,1599268700400,0,True,4
4.0,Nicely made with quality material.,Removable magnetic phone case is handy.  Beautiful genuine leather material is very nice looking.,[],B08P26DGKV,B08P26DGKV,AHZ6XMOLEWA67S3TX7IWEXXGWSOA,1633658179230,0,True,4
5.0,Awesome product,Works great!,[],B00JRGOKQ8,B00JRGOKQ8,AHITBJSS7KYUBVZPX7M2WJCOIVKQ,1449795457000,0,True,4
5.0,Room  for all my cards,Great replacement for a wallet. The phone case itself is removable from the base of the wallet. The magnetic hold of the phone is strong and sturdy,[],B08CR695PP,B08M3G4H3K,AGPR2UDFIJJCBA3EKFEEAJBWKROQ,1641591170067,0,True,4
5.0,Five Stars,awesome bracket! really am pleased!,[],B014DWZHRQ,B08FFYDFR4,AEFKF6R2GUSK2AWPSWRR4ZO36JVQ,1532071420446,0,True,4
5.0,apple watch protector screen,husband has an Iphone and was super excited to get the watch.  Says the cover is a must.  Fits perfectly.,[],B08KTBSXZF,B081HF1RK8,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1630380264213,0,True,4
5.0,Pleased With It,"I ordered a set of these to use with my WizGear magnetic car mount. I didn't realize that some were included with my mount. I personally prefer the rectangle shape, but it's nice to have options. I just put mine inside my phone case, but my husband's phone case is thicker and that didn't work for him. So he used the adhesive and stuck it on to the outer back of his phone case. These work great with the phone mount. I am very pleased.",[],B00O2HYV7K,B09NMSHVNR,AHV6QCNBJNSGLATP56JAWJ3C4G2A,1500124416789,1,True,4
5.0,"bulky, but effective.","Works... It's large though... and heavy... Not really convenient for a purse because of size and weight, however, my husband keeps in his brief case/laptop case.  He likes that it holds a charge for a long time, recharges quickly and charges devices quickly. I always update with any issues.",[],B00X5SP0HC,B06XQV5DDP,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1452478300000,0,True,3
1.0,Doesn’t protect screen,iPhone X it doesn’t protect the screen at all.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61DTQgPErSL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61DTQgPErSL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61DTQgPErSL.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71FpLnHsPlL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71FpLnHsPlL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71FpLnHsPlL.jpg', 'attachment_type': 'IMAGE'}]",B07HRV5L9W,B07HRV5L9W,AG2UEDPK43QC5AU6HZTCBANPW2FQ,1553735410334,1,True,0
5.0,Works well,I use this for taking macro shots of my cannabis plants with my Android. Works well.,[],B01A6D2JVI,B01A6D2JVI,AGUQFBJGLRCTSY42ZQJDKNF7ZQRQ,1585536959466,1,True,4
5.0,Awesome casual look,"Great product. Easy to change band, easy to put on. Comfy and stylish.",[],B07V9MKGCL,B07V9MKGCL,AEPQUIWJI7FYDURUJIDWLMPBU2KA,1576250435584,0,True,4
5.0,aluminum selfie tripod,"I purchased this as a gift for a holiday family party - it was well traded and the person who ended up with it was thrilled.  It converts to a tripod as well.  Remote shutter is possible.  Having said this, I never hesitate to update my reviews should new info seem useful.",[],B07K7MSV25,B0C2BM8MJ9,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1641409204258,0,True,4
5.0,Great,Works well !!! Coworker asked me “what’s wrong with your screen? why is your screen so dark.”  …. Nosy ….,[],B099KB57C3,B099KS7TFM,AG7WKTZINOFIXMZJYIPKIB7PV7NQ,1638713045515,0,True,4
1.0,NOT A GOOD CASE TO PROTECT MY NEW S20+ ULTRA,Not a good case!  My phone fell 2x and both times my screen cracked.  I just bought a new case and screen protectors to cover the cracks.,[],B08CXLS66F,B08CXLS66F,AF7ZINXE6MF5H7AGHIMQIOBTRPOQ,1602425896471,0,True,0
5.0,Great power bank,These are the best . I’ve bought 3 of them as gifts and one for myself . The charge lasts forever! It is heavy but that’s the price you pay for the longevity .,[],B075WSMYJT,B07HYXS2YF,AH5KA4H3HEBROHEZTG2MLMZZUORQ,1598877527138,0,True,4
4.0,Glad it came with 2 - updated after great customer service.,"Followed directions, even cleaned it screen with my Glass cleaner (new) rag. Had shower running but no luck getting these on without specs of dust.<br />I did try to lift off the 1st one and re do - failure. Glad there were 2, other one worked better but still has 2 specks of dust plus an air bubble I can't get out and I do not want to lift this off like the first one. YMMV on putting these are. They aren't as thick as the pricer ones but seem to work for now.<br /><br />Update: Anker reached out to see if we could fix the problem. They sent a new set and added additional directions.<br />I have updated the rating based on the assistance and what seems like a bit more improved screen protector.<br />The shower was running to put some humidity in the air, I used rubbing alcohol after the screen cleaner and we vacuumed the room prior.<br />a much better result.",[],B074YXH9WX,B074YXH9WX,AG35BKPUEUMX7LV5YLOQ5YCQ3GOA,1514398507407,0,True,2
5.0,Very nice,"Love it, keeps my phone protected and isn't a bulky case",[],B00Z7SOOWU,B0BKTXTT7B,AH2CJIKJPIIRDG264ZWX2UUQN5SQ,1522244345271,0,True,4
5.0,Well fit.,Looks strong. Nice shape.,[],B0839P6JCV,B09NS7314Z,AHACLF2COQQE2V33ZFXQ7THZOJ2Q,1600173895550,0,True,4
5.0,The best,Wow. This is the BEST tripod I’ve ever had. I had another one that was horrible. This one is easy and sturdy. The reviews are all correct.,[],B07NWC3L95,B07NWC3L95,AGTHQ6ANUEV7VOOVAEFWVMFIILUA,1605389756383,0,True,4
